Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,National test,lesing,51,2.2,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,National test,lesing,54,2.4,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,National test,regning,52,2.1,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,National test,regning,57,2.1,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,National test,engelsk,50,1.8,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,National test,lesing,50,1.9,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,National test,lesing,58,2.5,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,National test,regning,50,2.1,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,National test,regning,57,2.2,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,National test,engelsk,50,1.7,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,National test,lesing,54,2.3,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,National test,lesing,53,2.4,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,National test,regning,54,2.3,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,National test,regning,55,2.3,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,National test,engelsk,53,1.9,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,,Teacher ratio,Teacher ratio,27.35,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,,Teacher ratio,Teacher ratio,28.41,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,,Teacher ratio,Teacher ratio,26.36,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,,Teacher ratio,Teacher ratio,24.23,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,,Grade 10 points,Grade 10 points,46.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,,Grade 10 points,Grade 10 points,44.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,,Grade 10 points,Grade 10 points,45.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,,Grade 10 points,Grade 10 points,46.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,trivsel,4.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,utdanningOgYrkesveiledning,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,laringskultur,3.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,utdanningOgYrkesveiledning,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,trivsel,4.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,motivasjon,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,vurderingForLaring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,laringskultur,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,fagligUtfordring,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,elevdemokrati,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,fellesRegler,4.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,motivasjon,3.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,laringskultur,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,utdanningOgYrkesveiledning,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,trivsel,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,laringskultur,4.1,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,fagligUtfordring,4.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,utdanningOgYrkesveiledning,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,vurderingForLaring,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,laringskultur,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,trivsel,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,motivasjon,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,mestring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,stotteFraLarerne,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,vurderingForLaring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,laringskultur,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,fagligUtfordring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,stotteHjemmefra,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,elevdemokrati,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,fellesRegler,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,utdanningOgYrkesveiledning,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,trivsel,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,motivasjon,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,mestring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,stotteFraLarerne,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,vurderingForLaring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,laringskultur,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,fagligUtfordring,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,stotteHjemmefra,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,elevdemokrati,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,fellesRegler,,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,laringskultur,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,utdanningOgYrkesveiledning,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,trivsel,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,motivasjon,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,fagligUtfordring,4.5,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,9,Survey,Bullying percent,15.4,,False,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2025-26,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2024-25,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2023-24,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Wang Ung Sandnes AS,816578892,2022-23,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/816578892/wang-ung-sandnes-as
Sandnes,Øygard ungdomsskole,974610922,2022-23,8,National test,lesing,49,1.5,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,National test,lesing,54,1.8,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,8,National test,regning,49,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,National test,regning,54,1.7,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,8,National test,engelsk,49,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,National test,lesing,47,1.4,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,National test,lesing,51,1.7,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,National test,regning,48,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,National test,regning,52,1.7,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
