Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Stavanger,Kristianslyst skole,974611651,2025-26,8,National test,lesing,50,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,National test,lesing,54,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,National test,regning,51,1.4,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,National test,regning,54,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,National test,engelsk,53,1.4,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,,Teacher ratio,Teacher ratio,19.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,,Teacher ratio,Teacher ratio,19.94,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,,Teacher ratio,Teacher ratio,19.91,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,,Teacher ratio,Teacher ratio,19.78,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,,Grade 10 points,Grade 10 points,44.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,,Grade 10 points,Grade 10 points,44.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,,Grade 10 points,Grade 10 points,45.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,,Grade 10 points,Grade 10 points,44.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,laringskultur,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,10,Survey,utdanningOgYrkesveiledning,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,9,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2025-26,8,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,laringskultur,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,10,Survey,utdanningOgYrkesveiledning,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,Survey,utdanningOgYrkesveiledning,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,motivasjon,3.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,vurderingForLaring,3.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,10,Survey,utdanningOgYrkesveiledning,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,stotteHjemmefra,3.9,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,10,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
